drug_id,toxicity,indication_text
DB14921,"Human experience of overdose with CAMZYOS is limited. CAMZYOS has been given as a single dose of up to 144 mg in patients with HCM. One subject administered a single dose of 144 mg experienced serious adverse events including vasovagal reaction, hypotension, and asystole, but the subject recovered. In healthy subjects, doses of up to 25 mg have been administered for up to 25 days, with 3 of 8 participants treated at the 25-mg dose level experiencing 20% or greater reductions in LVEF. An infant's death was reported after accidental ingestion of three 15-mg capsules.[L41680] 

Systolic dysfunction is the most likely result of overdosage of CAMZYOS. Treatment of overdose with CAMZYOS consists of discontinuation of CAMZYOS treatment as well as medically supportive measures to maintain hemodynamic stability, including close monitoring of vital signs and LVEF and management of the clinical status of the patient. Overdose in humans can be life-threatening and result in asystole refractory to any medical intervention.[L41680] 

Mavacamten was not genotoxic in a bacterial reverse mutation test (Ames test), a human in vitro lymphocyte clastogenicity assay, or a rat in vivo micronucleus assay. There was no evidence of carcinogenicity seen in a 6-month rasH2 transgenic mouse study at mavacamten doses of up to 2.0 mg/kg/day in males and 3.0 mg/kg/day in females, which resulted in exposures (AUC) that were 1.8- and 3-fold in males and females, respectively, compared to AUC exposures in humans at the MRHD.[L41680] 

In reproductive toxicity studies, there was no evidence of the effects of mavacamten on mating and fertility in male or female rats at doses up to 1.2 mg/kg/day, or on the viability and fertility of offspring of dams dosed up to 1.5 mg/kg/day. Plasma exposure (AUC) of mavacamten at the highest dose tested was the same as in humans at the MRHD.[L41680] 

The safety of mavacamten has been evaluated in rats and dogs at multiple dose levels (0.06 to 10 mg/kg/day) orally. Noted toxicities, including echocardiographic findings, reduction in systolic function, cardiac dilation, and death, as well as increased heart weights in rats, were consistent with mavacamten’s mechanism of action and primary pharmacological activity. Other findings included cardiac osseous metaplasia in rats and QTc prolongation in dogs. Plasma exposures (AUC) at the NOAEL in rats and dogs were 0.1 and 0.3 times, respectively, human exposure (AUC) at the MRHD.[L41680] ","Mavacamten is indicated for the treatment of adults with symptomatic New York Heart Association (NYHA) class II-III obstructive hypertrophic cardiomyopathy (HCM) to improve functional capacity and symptoms by the FDA, Health Canada, and the EMA.[L41680,L44106,L47466]"
DB14922,"There are no available data on the use of tislelizumab in pregnant women. Based on its mechanism of action, tislelizumab can cause fetal harm when administered to a pregnant woman.[L49349]

Animal reproduction studies have not been conducted with tislelizumab. However, in murine models of pregnancy, blockade of PD-1/PD-L1 signaling has been shown to disrupt tolerance to the fetus and result in increased fetal loss.[L49349]

Human IgG4 (immunoglobulins) are known to cross the placental barrier. Therefore, tislelizumab, being an IgG4 variant, has the potential to be transmitted from the mother to the developing fetus.[L49349]

Women should be advised of the potential risk to a fetus. Tislelizumab should not be used during pregnancy unless the clinical condition of the woman requires treatment with tislelizumab.[L49349]

No clinical data are available on the possible effects of tislelizumab on fertility. No reproductive and development toxicity studies have been conducted with tislelizumab. Based on a 3-month repeat-dose toxicity study, there were no notable effects in the male and female reproductive organs in cynomolgus monkeys when tislelizumab was given at doses of 3, 10, or 30 mg/kg every 2 weeks for 13 weeks (7 dose administrations).[L49349]

There is no information on overdose with tislelizumab. In case of overdose, patients should be closely monitored for signs or symptoms of adverse drug reactions, and appropriate symptomatic treatment should be instituted immediately.[L49349]","**Esophageal Squamous Cell Carcinoma (ESCC)**

Tislelizumab, in combination with platinum-containing chemotherapy, is indicated as a first-line treatment in adults with unresectable or metastatic ESCC whose tumors express PD-L1.[L52310]

Tislelizumab, as a monotherapy, is indicated for the treatment of adults with:

- Unresectable ESCC [L49349, L52310]

- Locally advanced ESCC [L49349]

- Metastatic ESCC following prior systemic chemotherapy that did not include a PD-(L)1 inhibitor, such as platinum-based chemotherapy.[L49349, L52310]

**Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma**

Tislelizumab, in combination with platinum and fluoropyrimidine-based chemotherapy, is indicated for the first-line treatment of adults with unresectable or metastatic HER2-negative gastric or GEJ adenocarcinoma whose tumors express PD-L1.[L52310]

**Extensive-Stage Small Cell Lung Cancer**

In the EU, tislelizumab is indicated in combination with [etoposide] and platinum chemotherapy for the first-line treatment of adult patients with extensive-stage SCLC.[L49349]

**Non-Small Cell Lung Cancer (NSCLC)**

In the EU, tislelizumab is approved as a monotherapy for adults with locally advanced or metastatic NSCLC after prior platinum-based therapy. For patients with EGFR mutant or ALK-positive NSCLC, targeted therapies should have been received prior to tislelizumab. [L49349]

**Non-Squamous NSCLC**

In combination with [pemetrexed] and platinum-containing chemotherapy, tislelizumab is indicated for the first-line treatment of adults with non-squamous NSCLC whose tumors:

- Have PD-L1 expression on ≥50% of tumor cells

- Have no EGFR or ALK-positive mutations and who have either: Locally advanced NSCLC not eligible for surgical resection or platinum-based chemoradiation, or Metastatic NSCLC. [L49349]

**Squamous NSCLC**

In combination with [carboplatin] and either [paclitaxel] or nab-paclitaxel, tislelizumab is indicated for the first-line treatment of adults with squamous NSCLC who have either: Locally advanced NSCLC not eligible for surgical resection or platinum-based chemoradiation, or Metastatic NSCLC. [L49349]
"
DB14923,,
DB14924,"During clinical trials, the highest single dose of ritlecitinib was 800 mg. No specific toxicities were identified at this dose, and the adverse reactions detected were comparable to those seen at lower doses. Pharmacokinetic studies indicate that in healthy adult volunteers given a single oral dose of 800 mg, more than 90% of ritlecitinib is expected to be eliminated within 48 hours. There is no specific antidote for overdose with ritlecitinib. In patients experiencing a ritlecitinib overdose, provide symptomatic and supportive treatment, and monitor for signs and symptoms of adverse reactions.[L47092]

In rats given 100 mg/kg/day of ritlecitinib (29 times the maximum recommended human dose based on AUC comparison), females had an increased incidence of combined benign and malignant thymomas, while males had a higher incidence of thyroid follicular adenomas and combined follicular adenomas and carcinomas. Ritlecitinib was negative in the bacterial reverse mutation assay and positive in an _in vitro_ micronucleus assay in TK6 cells; however, mechanistic studies suggest that ritlecitinib is aneugenic and does not present a clinically relevant genotoxic concern.[L47092]","Ritlecitinib is indicated for the treatment of severe alopecia areata in adults and adolescents 12 years and older. It is not recommended for use in combination with other JAK inhibitors, biologic immunomodulators, cyclosporine or other potent immunosuppressants.[L47092, L48176]"
DB14925,,
DB14926,,
DB14927,,
DB14928,,
DB14929,,
DB14930,,
DB14931,,
DB14932,,
DB14933,,
DB14934,,
DB14935,,
DB14936,,
DB14937,,
DB14938,,
DB14939,There are no data regarding overdosage with motixafortide. ,Motixafortide is indicated for use in combination with [filgrastim] to mobilize hematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in patients with multiple myeloma.[L48116]
DB14940,,
DB14941,,
DB14942,,
DB14943,,
DB14944,,
DB14945,,
DB14946,,
DB14947,,
DB14948,,
DB14949,,
DB14950,,
DB14951,,
DB14952,,
DB14953,,
DB14954,,
DB14955,,
DB14956,,
DB14957,,
DB14958,,
DB14959,,
DB14960,"Subcutaneous doses of somatrogon higher than 0.66 mg/kg per week have not been studied. Based on existing clinical data of other growth hormone products, short-term overdosage from somatrogon could lead initially to hypoglycemia and subsequently to hyperglycemia. Long-term overdosage could result in signs and symptoms of gigantism or acromegaly consistent with the effects of excess growth hormone. Overdose with somatrogon should be treated with general supportive measures.[L39362]","Somatrogon is indicated for the long-term treatment of pediatric patients who have growth failure due to an inadequate secretion of endogenous growth hormone (growth hormone deficiency).[L39362,L47153]"
DB14961,,
DB14962,"LD50 and overdose information are not currently available, but effects of an overdose are likely to impact the lungs, heart, and circulatory system, leading to significant toxicity.[L10842]  ","Trastuzumab deruxtecan is indicated for the following conditions: 

**HER2-Positive Breast Cancer**

- This indication is approved in the US, Canada, and Europe.
- It is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive (IHC 3+ or ISH positive) breast cancer who have received a prior anti-HER2-based regimen.[L50662, L42240, L48576] In the US and Canada, it is used either in the metastatic setting or in the neoadjuvant or adjuvant setting in patients who have developed disease recurrence during or within six months of completing therapy.[L50662, L42240]
- In Canada, it is also used in patients who have received prior treatment with trastuzumab emtansine (T-DM1).[L42240]

**HER2-Low and HER2-Ultralow Breast Cancer**

- This indication is approved in the US, Canada, and Europe.
- It is indicated for the treatment of adult patients with unresectable or metastatic HER2-low (IHC 1+ or IHC 2+/ISH-) breast cancer, as determined by an FDA-approved test, who have received prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy.[L50662, L42240, L48576]
- In the US and Canada, it is additionally indicated for unresectable or metastatic hormone receptor (HR)-positive HER2-low (IHC 1+ or IHC 2+/ISH-) or HER2- ultralow (IHC 0 with membrane staining) breast cancer, as determined by an FDA-approved test, that has progressed on one or more endocrine therapies in the metastatic setting.[L52320,L54571]

**Non-small cell lung cancer (NSCLC)**

- This indication is approved in the US and Europe.
- It is indicated for the treatment of adult patients with unresectable or metastatic non-small cell lung cancer (NSCLC) whose tumours have activating HER2 (ERBB2) mutations and who have received prior systemic therapy.[L50662, L48576] In Europe, it is used in patients who require systemic therapy following platinum-based chemotherapy with or without immunotherapy.[L48576]

**Gastric cancer**

- This indication is approved in the US and Europe.
- It is indicated for the treatment of adult patients with locally advanced or metastatic HER2-positive (IHC 3+ or IHC 2+/ISH positive) gastric or gastroesophageal junction (GEJ) adenocarcinoma who have received a prior trastuzumab-based regimen.[L50662, L48576]

**Solid Tumors**

- This indication is approved in the US.
- It is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive (IHC 3+) solid tumours who have received prior systemic treatment and have no satisfactory alternative treatment options.[L50662]"
